show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,plataforma,age_category,genres
s111,Movie,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,"Johnny Depp, PenÃ©lope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally, Sam Claflin",2021-09-10,2011,PG-13,140 min,"Action-Adventure, Fantasy",disney,Para adolescentes,"['Action-Adventure', ' Fantasy']"
s112,Movie,Twenty Something,Aphton Corbin,"Kaylin Price, Ariana Brown, Aliyah Taylor, Janelle LaSalle, Napoleon Highbrou",2021-09-10,2021,PG,11 min,"Animation, Family",disney,Para niños mayores,"['Animation', ' Family']"
s113,TV Show,"Doogie Kamealoha, M.D.",Desconocido,"Peyton Elizabeth Lee, Emma Meisel, Matthew Sato, Wes Tian, Jeffrey Bowyer-Chapman, Mapuana Makia",2021-09-08,2021,TV-PG,1 Season,"Comedy, Coming of Age, Family",disney,Para niños mayores,"['Comedy', ' Coming of Age', ' Family']"
s114,TV Show,"Mira, Royal Detective",Desconocido,"Leela Ladnier, Utkarsh Ambudkar, Roshni Edwards, Kal Penn, Kamran Lucas",2021-09-08,2020,TV-Y,2 Seasons,"Animation, Fantasy, Kids",disney,Para todas las edades / niños pequeños,"['Animation', ' Fantasy', ' Kids']"
s115,TV Show,Pepper Ann,Desconocido,"Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams",2021-09-08,1997,TV-Y,3 Seasons,"Animation, Comedy, Coming of Age",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Coming of Age']"
s116,TV Show,The Incredible Dr. Pol,Desconocido,"Rick Robles, Dr. Pol",2021-09-08,2011,TV-14,19 Seasons,"Animals & Nature, Docuseries, Family",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Family']"
s117,Movie,Happier Than Ever: A Love Letter to Los Angeles,"Robert Rodriguez, Patrick Osborne","Billie Eilish, FINNEAS",2021-09-03,2021,TV-14,66 min,"Concert Film, Music",disney,Para adolescentes,"['Concert Film', ' Music']"
s118,Movie,X-Men: Dark Phoenix,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan",2021-09-03,2019,PG-13,115 min,"Action-Adventure, Family, Science Fiction",disney,Para adolescentes,"['Action-Adventure', ' Family', ' Science Fiction']"
s119,TV Show,Alaska Animal Rescue,Desconocido,Victoria Vosburg,2021-09-01,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s120,TV Show,Dug Days,Desconocido,"Bob Peterson, Ed Asner, Jordan Nagai",2021-09-01,2021,TV-PG,1 Season,"Animation, Comedy, Family",disney,Para niños mayores,"['Animation', ' Comedy', ' Family']"
s121,Movie,Cruella,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste",2021-08-27,2021,PG-13,137 min,"Crime, Drama",disney,Para adolescentes,"['Crime', ' Drama']"
s122,Movie,Dan in Real Life,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",2021-08-27,2007,PG-13,99 min,"Comedy, Drama, Romance",disney,Para adolescentes,"['Comedy', ' Drama', ' Romance']"
s123,Movie,Disney Princess Remixed - An Ultimate Princess Celebration,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara ReneÃ©, Frankie Rodriguez, Julia Lester, Ruth Righi",2021-08-27,2021,TV-G,22 min,"Family, Music, Variety",disney,Para todas las edades / niños pequeños,"['Family', ' Music', ' Variety']"
s124,Movie,Marvel One-Shot: All Hail the King,Drew Pearce,"Ben Kingsley, Scoot McNairy, Lester Speight, Sam Rockwell, Matt Gerald, Allen Maldonado",2021-08-27,2014,TV-14,14 min,"Comedy, Drama, Thriller",disney,Para adolescentes,"['Comedy', ' Drama', ' Thriller']"
s125,Movie,Underdog,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",2021-08-27,2007,PG,85 min,"Action-Adventure, Family, Parody",disney,Para niños mayores,"['Action-Adventure', ' Family', ' Parody']"
s126,TV Show,Dr. K's Exotic Animal ER,Desconocido,"Dr. Susan Kelleher, Art Edmonds",2021-08-25,2014,TV-14,9 Seasons,"Animals & Nature, Docuseries, Family",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Family']"
s127,TV Show,Gigantosaurus,Desconocido,"Dylan Schombing, Ãine Sunderland, Nahanni Mitchell, Nicholas Holmes",2021-08-25,2018,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Kids']"
s128,TV Show,Life Below Zero: Next Generation,Desconocido,Mocean Melvin,2021-08-25,2020,TV-14,2 Seasons,"Action-Adventure, Animals & Nature, Docuseries",disney,Para adolescentes,"['Action-Adventure', ' Animals & Nature', ' Docuseries']"
s129,Movie,Eragon,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund",2021-08-20,2006,PG,104 min,"Action-Adventure, Family, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Family', ' Fantasy']"
s130,TV Show,Growing Up Animal,Desconocido,Tracee Ellis Ross,2021-08-18,2021,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s131,Movie,Fantastic Four,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington",2021-08-13,2005,PG-13,106 min,"Action-Adventure, Family, Science Fiction",disney,Para adolescentes,"['Action-Adventure', ' Family', ' Science Fiction']"
s132,Movie,X-Men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",2021-08-13,2000,PG-13,105 min,"Action-Adventure, Family, Science Fiction",disney,Para adolescentes,"['Action-Adventure', ' Family', ' Science Fiction']"
s133,TV Show,America's Funniest Home Videos: Animal Edition,Desconocido,Alfonso Ribeiro,2021-08-11,2021,TV-PG,1 Season,Reality,disney,Para niños mayores,['Reality']
s134,TV Show,Chicken Squad,Desconocido,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",2021-08-11,2021,TV-Y,1 Season,"Animation, Kids, Police/Cop",disney,Para todas las edades / niños pequeños,"['Animation', ' Kids', ' Police/Cop']"
s135,TV Show,Disney Presents Goofy in How to Stay at Home,Desconocido,"Bill Farmer, Corey Burton",2021-08-11,2021,TV-G,1 Season,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s136,TV Show,Gabby Duran And The Unsittables,Desconocido,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",2021-08-11,2018,TV-G,2 Seasons,"Comedy, Family, Science Fiction",disney,Para todas las edades / niños pequeños,"['Comedy', ' Family', ' Science Fiction']"
s137,TV Show,What If...?,Desconocido,No Disponible,2021-08-11,2021,TV-14,1 Season,"Action-Adventure, Animation, Anthology",disney,Para adolescentes,"['Action-Adventure', ' Animation', ' Anthology']"
s138,Movie,Beverly Hills Chihuahua 2,Alex Zamm,"George Lopez, Odette Yustman, Miguel Ferrer, Ernie Hudson, Loretta Devine, Jon Huertas",2021-08-06,2011,G,88 min,"Action-Adventure, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Comedy', ' Family']"
s139,Movie,Beverly Hills Chihuahua 3: Viva La Fiesta!,Lev L. Spiro,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny",2021-08-06,2012,G,92 min,"Comedy, Coming of Age, Family",disney,Para todas las edades / niños pequeños,"['Comedy', ' Coming of Age', ' Family']"
s140,Movie,Killer Shark vs Killer Whale,Desconocido,Edward Marcoux,2021-08-06,2021,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s141,Movie,Mrs. Doubtfire,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",2021-08-06,1993,PG-13,126 min,"Comedy, Drama",disney,Para adolescentes,"['Comedy', ' Drama']"
s142,TV Show,Cesar Millan: Better Human Better Dog,Desconocido,Dustin Rubin,2021-08-04,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Family",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Family']"
s143,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,Desconocido,No Disponible,2021-08-04,2020,PG,2 Seasons,"Animation, Anthology, Family",disney,Para niños mayores,"['Animation', ' Anthology', ' Family']"
s144,Movie,Built for Mars: The Perseverance Rover,Mark J Davis,Steven French,2021-07-30,2021,TV-PG,88 min,Documentary,disney,Para niños mayores,['Documentary']
s145,Movie,Garfield,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",2021-07-30,2004,PG,82 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s146,TV Show,Chip 'n' Dale: Park Life,Desconocido,"Matthew GÃ©czy, Kaycie Chase, Bill Farmer, Sylvain Caruso",2021-07-28,2021,TV-Y7,1 Season,"Animation, Buddy, Comedy",disney,Para niños mayores,"['Animation', ' Buddy', ' Comedy']"
s147,TV Show,Critter Fixers: Country Vets,Desconocido,Sullivan Jones,2021-07-28,2020,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Family']"
s148,TV Show,Disney Junior T.O.T.S.,Desconocido,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",2021-07-28,2018,TV-Y,2 Seasons,"Animation, Buddy, Kids",disney,Para todas las edades / niños pequeños,"['Animation', ' Buddy', ' Kids']"
s149,TV Show,Mickey Mouse Funhouse,Desconocido,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey GuillÃ©n",2021-07-28,2021,TV-Y,1 Season,"Animation, Kids",disney,Para todas las edades / niños pequeños,"['Animation', ' Kids']"
s150,TV Show,Minnie's Bow-Toons: Party Palace Pals,Desconocido,"Tress MacNeille, Nika Futterman, Kaitlyn Robrock",2021-07-28,2021,TV-Y7,1 Season,"Animation, Kids",disney,Para niños mayores,"['Animation', ' Kids']"
s151,TV Show,Turning the Tables with Robin Roberts,Desconocido,Robin Roberts,2021-07-28,2021,TV-PG,1 Season,Talk Show,disney,Para niños mayores,['Talk Show']
s152,Movie,Ice Age: The Meltdown,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah",2021-07-23,2006,PG,94 min,"Animation, Comedy, Family",disney,Para niños mayores,"['Animation', ' Comedy', ' Family']"
s153,Movie,Playing with Sharks,Desconocido,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",2021-07-23,2021,TV-14,91 min,"Animals & Nature, Biographical, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Biographical', ' Documentary']"
s154,Movie,Shark vs. Surfer,Phil Stebbing,Billy Lloyd,2021-07-23,2020,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s155,Movie,Shark vs. Whale,Desconocido,Ted Stewart,2021-07-23,2020,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s156,Movie,Stuntman,Kurt Mattila,Eddie Braun,2021-07-23,2021,TV-14,87 min,Documentary,disney,Para adolescentes,['Documentary']
s157,Movie,Walking with Dinosaurs: The Movie,"Barry Cook, Neil Nightingale","John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe",2021-07-23,2013,PG,88 min,"Action-Adventure, Family, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Family', ' Fantasy']"
s158,Movie,What the Shark?,Desconocido,Robert Davi,2021-07-23,2020,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s159,TV Show,Behind the Attraction,Desconocido,Paget Brewster,2021-07-21,2021,TV-PG,1 Season,"Docuseries, Family",disney,Para niños mayores,"['Docuseries', ' Family']"
s160,TV Show,Disney The Owl House,Desconocido,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman",2021-07-21,2020,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Anime']"
s161,TV Show,Meet Spidey and His Amazing Friends (Shorts),Desconocido,"Ben Valic, Melanie Minichino",2021-07-21,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Kids']"
s162,TV Show,Mission Force One,Desconocido,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",2021-07-21,2017,TV-Y,1 Season,"Action-Adventure, Animation, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Kids']"
s163,TV Show,Turner & Hooch,Desconocido,"Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar",2021-07-21,2021,TV-PG,1 Season,"Action-Adventure, Buddy, Comedy",disney,Para niños mayores,"['Action-Adventure', ' Buddy', ' Comedy']"
s164,Movie,Most Wanted Sharks,Desconocido,No Disponible,2021-07-16,2020,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s165,Movie,Secrets of the Bull Shark,Desconocido,Keston John,2021-07-16,2020,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s166,TV Show,Shark Attack Files,Desconocido,No Disponible,2021-07-16,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Reality",disney,Para adolescentes,"['Animals & Nature', ' Docuseries', ' Reality']"
s167,Movie,Shark Attack Investigation: The Paige Winter Story,Desconocido,No Disponible,2021-07-16,2021,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s168,Movie,Sharkcano,Andy Seestedt,Dan Nachtrab,2021-07-16,2020,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s169,Movie,We Bought a Zoo,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",2021-07-16,2011,PG,125 min,"Animals & Nature, Drama, Family",disney,Para niños mayores,"['Animals & Nature', ' Drama', ' Family']"
s170,Movie,World's Biggest Bullshark,Desconocido,Jason Hildebrandt,2021-07-16,2021,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s171,Movie,World's Most Dangerous Shark?,Kevin Bachar,Brain Cade,2021-07-16,2021,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s172,TV Show,So Random!,Desconocido,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",2021-07-14,2011,TV-G,1 Season,"Comedy, Coming of Age",disney,Para todas las edades / niños pequeños,"['Comedy', ' Coming of Age']"
s173,Movie,Flicka,Michael Mayer,"Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts",2021-07-09,2006,PG,95 min,"Animals & Nature, Coming of Age, Drama",disney,Para niños mayores,"['Animals & Nature', ' Coming of Age', ' Drama']"
s174,Movie,"Miraculous World: Shanghai, The Legend of Ladydragon",Thomas Astruc,"Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",2021-07-09,2021,TV-Y7-FV,54 min,"Animation, Fantasy",disney,Para niños mayores,"['Animation', ' Fantasy']"
s175,Movie,Orca vs. Great White,Sigmund Spath Jr.,"Kina Scollay, Ingrid Visser, Ray Robertson",2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s176,Movie,Rogue Shark?,Mark Woodward,Mocean Melvin,2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s177,Movie,Shark Beach with Chris Hemsworth,Sally Aitken,Chris Hemsworth,2021-07-09,2021,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s178,Movie,Shark Gangs,"Jacob Cobi Benattia, Pete Berg, James Buchanan",No Disponible,2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s179,Movie,The Croc That Ate Jaws,Mark Woodward,Dan Nachtrab,2021-07-09,2021,TV-14,44 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s180,TV Show,When Sharks Attack,Desconocido,Eric Meyers,2021-07-09,2013,TV-14,7 Seasons,Reality,disney,Para adolescentes,['Reality']
s181,TV Show,Breaking Bobby Bones,Desconocido,Bobby Bones,2021-07-07,2021,TV-14,1 Season,"Action-Adventure, Docuseries, Reality",disney,Para adolescentes,"['Action-Adventure', ' Docuseries', ' Reality']"
s182,TV Show,Mickey Mouse Mixed-Up Adventures,Desconocido,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile",2021-07-07,2019,TV-Y,1 Season,"Animation, Kids, Sports",disney,Para todas las edades / niños pequeños,"['Animation', ' Kids', ' Sports']"
s183,TV Show,Monsters at Work,Desconocido,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff",2021-07-07,2021,TV-G,1 Season,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s184,Movie,"The Good, The Bart, and The Loki",David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith",2021-07-07,2021,TV-PG,6 min,"Animation, Comedy, Fantasy",disney,Para niños mayores,"['Animation', ' Comedy', ' Fantasy']"
s185,TV Show,Disney Raven's Home,Desconocido,"Raven-SymonÃ© , Issac Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",2021-07-02,2016,TV-G,4 Seasons,"Comedy, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Comedy', ' Family', ' Fantasy']"
s186,Movie,The Sandlot,David Mickey Evans,"Art La Fleur, Tom Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi, Marty York",2021-07-02,1993,PG,101 min,"Comedy, Coming of Age, Family",disney,Para niños mayores,"['Comedy', ' Coming of Age', ' Family']"
s187,Movie,The Sandlot 2,David Mickey Evans,"Max Lloyd-Jones, James Willson, Samantha Burton, Brett Kelly, James Earl Jones, Cole Evan Weiss",2021-07-02,2005,PG,98 min,"Comedy, Sports",disney,Para niños mayores,"['Comedy', ' Sports']"
s188,Movie,Adventures in Babysitting,Chris Columbus,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent Phillip D'Onofrio",2021-06-25,1987,TV-PG,102 min,"Action-Adventure, Comedy, Coming of Age",disney,Para niños mayores,"['Action-Adventure', ' Comedy', ' Coming of Age']"
s189,TV Show,Running Wild with Bear Grylls,Desconocido,Bear Grylls,2021-06-25,2019,TV-PG,2 Seasons,"Action-Adventure, Reality, Survival",disney,Para niños mayores,"['Action-Adventure', ' Reality', ' Survival']"
s190,TV Show,The Mysterious Benedict Society,Desconocido,"Tony Hale, Kristen Schaal, Mystic Inscho, Seth Carr, Marta Kessler, Emmy DeOliveira",2021-06-25,2021,TV-PG,1 Season,"Action-Adventure, Family",disney,Para niños mayores,"['Action-Adventure', ' Family']"
s191,Movie,Wolfgang,David Gelb,Wolfgang Puck,2021-06-25,2021,TV-PG,80 min,"Biographical, Documentary",disney,Para niños mayores,"['Biographical', ' Documentary']"
s192,TV Show,Dino Ranch,Desconocido,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",2021-06-18,2021,TV-Y,1 Season,"Animation, Kids, Western",disney,Para todas las edades / niños pequeños,"['Animation', ' Kids', ' Western']"
s193,TV Show,Disney Just Roll With It,Desconocido,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham",2021-06-18,2018,TV-Y7,2 Seasons,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
